SR NO,DIVISION,SUB DIVISION,SS NAME,FEEDER,CAT,TND CODE,TOTAL CONSUMER,TOTAL TC, FULLY ON,PARTIALLY ON,FULLY OFF,,,,,
285,Vishwamitri-West,Fategunj,CHHANI-B,FATEGUNJ,URBAN,33409,2322,21,FALSE,FALSE,FALSE,,,,,
286,Vishwamitri-West,Fategunj,CHHANI-B,ADITYA,URBAN,33410,2251,28,FALSE,FALSE,FALSE,,,,,
287,Vishwamitri-West,Fategunj,CHHANI-B,ALEMBIC,URBAN,33412,559,13,FALSE,FALSE,FALSE,,,,,
288,Vishwamitri-West,Fategunj,CHHANI-B,UNIVERSITY,URBAN,33414,1729,20,FALSE,FALSE,FALSE,,,,,
289,Vishwamitri-West,Fategunj,CHHANI-B,DHARAMSINH DESAI,URBAN,33415,2536,35,FALSE,FALSE,FALSE,,,,,
290,Vishwamitri-West,Fategunj,CHHANI-B,ASHAPURI,URBAN,33416,2035,26,FALSE,FALSE,FALSE,,,,,
291,Vishwamitri-West,Fategunj,CHHANI-B,SARDARNAGAR,URBAN,33417,3313,27,FALSE,FALSE,FALSE,,,,,
292,Vishwamitri-West,Fategunj,CHHANI-B,SEVEN SEAS,URBAN,33418,1301,15,FALSE,FALSE,FALSE,,,,,
293,Vishwamitri-West,Fategunj,CHHANI-B,ANJALI,URBAN,33420,946,14,FALSE,FALSE,FALSE,,,,,
294,Vishwamitri-West,Fategunj,CHHANI-B,STATION SST,SST,33499,1,1,FALSE,FALSE,FALSE,,,,,
295,Vishwamitri-West,Fategunj,HARNI,HARMONY,URBAN,104314,2290,24,FALSE,FALSE,FALSE,,,,,
296,Vishwamitri-West,Fategunj,HARNI,ANAND NAGAR,URBAN,104320,1946,21,FALSE,FALSE,FALSE,,,,,
297,Vishwamitri-West,Gorwa,SUBHANPURA-B,PANCHAVATI,URBAN,31105,301,24,FALSE,FALSE,FALSE,,,,,
298,Vishwamitri-West,Gorwa,SUBHANPURA-B,GUJ. HOUSING BOARD,URBAN,31106,3959,46,FALSE,FALSE,FALSE,,,,,
299,Vishwamitri-West,Gorwa,SUBHANPURA-B,B.I.D.C.,URBAN,31107,147,13,FALSE,FALSE,FALSE,,,,,
300,Vishwamitri-West,Gorwa,GORWA,GORWA GAM,URBAN,31115,2272,43,FALSE,FALSE,FALSE,,,,,
301,Vishwamitri-West,Gorwa,SUBHANPURA-B,ALEMBIC PHARMA,EHT,31116,0,0,FALSE,FALSE,FALSE,,,,,
302,Vishwamitri-West,Gorwa,SUBHANPURA-B,BHAILAL AMIN HOSP.,HTEX,31117,1,0,FALSE,FALSE,FALSE,,,,,
303,Vishwamitri-West,Gorwa,SUBHANPURA-B,INORBIL MALL,HTEX,31139,1,0,FALSE,FALSE,FALSE,,,,,
304,Vishwamitri-West,Gorwa,SUBHANPURA-B,SUBHANPURA SST,SST,31199,1,1,FALSE,FALSE,FALSE,,,,,
305,Vishwamitri-West,Gorwa,GORWA,SHREENATHJI,URBAN,104901,4631,64,FALSE,FALSE,FALSE,,,,,
306,Vishwamitri-West,Gorwa,GORWA,SAHYOG ROAD,URBAN,104910,3696,35,FALSE,FALSE,FALSE,,,,,
307,Vishwamitri-West,Gorwa,GORWA,SUBHANPURA ROAD,URBAN,104913,4668,51,FALSE,FALSE,FALSE,,,,,
308,Vishwamitri-West,Gorwa,GORWA,KARODIYA ROAD,URBAN,104914,4575,32,FALSE,FALSE,FALSE,,,,,
309,Vishwamitri-West,Gorwa,SUBHANPURA-B,TCS LTD,HTEX,104915,3,0,FALSE,FALSE,FALSE,,,,,
310,Vishwamitri-West,Gorwa,GORWA,DWARKESH,URBAN,104918,2070,20,FALSE,FALSE,FALSE,,,,,
311,Vishwamitri-West,Gorwa,GORWA,SANGRILA,URBAN,104919,4391,41,FALSE,FALSE,FALSE,,,,,
312,Vishwamitri-West,Gorwa,GORWA,GOODIES,URBAN,104921,261,6,FALSE,FALSE,FALSE,,,,,
313,Vishwamitri-West,Gorwa,GORWA,SWAMI VIVEKANAND,URBAN,104922,1923,21,FALSE,FALSE,FALSE,,,,,
314,Vishwamitri-West,Gorwa,GORWA,LABH,URBAN,104923,2140,38,FALSE,FALSE,FALSE,,,,,
315,Vishwamitri-West,Gorwa,GORWA,MADHUNAGAR,URBAN,104925,2962,40,FALSE,FALSE,FALSE,,,,,
316,Vishwamitri-West,Gorwa,GORWA,PHASE 5,URBAN,104926,1461,19,FALSE,FALSE,FALSE,,,,,
317,Vishwamitri-West,Gorwa,GORWA,GORWAS SST,SST,104999,2,1,FALSE,FALSE,FALSE,,,,,
318,Vishwamitri-West,Gotri,SUBHANPURA-B,T.B. HOSPITAL,URBAN,31102,1101,24,FALSE,FALSE,FALSE,,,,,
319,Vishwamitri-West,Gotri,SUBHANPURA-B,WATER TANK,URBAN,31104,2572,28,FALSE,FALSE,FALSE,,,,,
320,Vishwamitri-West,Gotri,GOTRI-B,LAXMIPURA-,URBAN,31136,2586,29,FALSE,FALSE,FALSE,,,,,
321,Vishwamitri-West,Gotri,SUBHANPURA-B,STERLING,HTEX,31138,1,0,FALSE,FALSE,FALSE,,,,,
322,Vishwamitri-West,Gotri,SUBHANPURA-B,VAHANVATI,URBAN,31142,2042,28,FALSE,FALSE,FALSE,,,,,
323,Vishwamitri-West,Gotri,VIDYUTNAGAR,HARIBHAKTI,URBAN,32505,1460,36,FALSE,FALSE,FALSE,,,,,
324,Vishwamitri-West,Gotri,VIDYUTNAGAR,VIDHYUT BHAVAN 1,HTEX,32532,0,0,FALSE,FALSE,FALSE,,,,,
325,Vishwamitri-West,Gotri,VIDYUTNAGAR,CENTRA EXCISE,URBAN,32538,946,28,FALSE,FALSE,FALSE,,,,,
326,Vishwamitri-West,Gotri,GOTRI-B,RAJESH TOWER,URBAN,104701,3945,42,FALSE,FALSE,FALSE,,,,,
327,Vishwamitri-West,Gotri,GOTRI-B,KARMA JYOT,URBAN,104703,4113,49,FALSE,FALSE,FALSE,,,,,
328,Vishwamitri-West,Gotri,GOTRI-B,PASABHAI,URBAN,104705,2285,35,FALSE,FALSE,FALSE,,,,,
329,Vishwamitri-West,Gotri,GOTRI-B,GERI,URBAN,104706,2335,48,FALSE,FALSE,FALSE,,,,,
330,Vishwamitri-West,Gotri,GOTRI,GANGOTRI,URBAN,104707,2786,33,FALSE,FALSE,FALSE,,,,,
331,Vishwamitri-West,Gotri,GOTRI,GOTRI SS COLONY,URBAN,104708,61,5,FALSE,FALSE,FALSE,,,,,
332,Vishwamitri-West,Gotri,GOTRI-B,SLDC GOTRI,URBAN,104709,2,1,FALSE,FALSE,FALSE,,,,,
333,Vishwamitri-West,Gotri,GOTRI,ISCON HEIGHT,URBAN,104711,6257,66,FALSE,FALSE,FALSE,,,,,
334,Vishwamitri-West,Gotri,GOTRI-B,HEAD OFFICE,URBAN,104714,0,0,FALSE,FALSE,FALSE,,,,,
335,Vishwamitri-West,Gotri,GORWA,BHAGIRATH,URBAN,104917,1524,16,FALSE,FALSE,FALSE,,,,,
336,Vishwamitri-West,Gotri,GOTRI-B,MEDICAL COLLEGE,URBAN,300101,3,0,FALSE,FALSE,FALSE,,,,,
337,Vishwamitri-West,Gotri,GOTRI-B,KAILASH,URBAN,300103,2396,18,FALSE,FALSE,FALSE,,,,,
338,Vishwamitri-West,Gotri,GOTRI-B,HARINAGAR,URBAN,300104,2283,25,FALSE,FALSE,FALSE,,,,,
339,Vishwamitri-West,Gotri,GOTRI-B,WOODA,URBAN,300106,3225,39,FALSE,FALSE,FALSE,,,,,
340,Vishwamitri-West,Gotri,GOTRI-B,GOTRI-B SST,SST,300199,1,1,FALSE,FALSE,FALSE,,,,,
341,Vishwamitri-West,Laxmipura,GOTRI-B,GAYATRINAGAR,URBAN,104702,8517,114,FALSE,FALSE,FALSE,,,,,
342,Vishwamitri-West,Laxmipura,GOTRI-B,AAKASHVAN,URBAN,104710,3899,120,FALSE,FALSE,FALSE,,,,,
343,Vishwamitri-West,Laxmipura,GOTRI-B,EV CHARGING,URBAN,104712,1,0,FALSE,FALSE,FALSE,,,,,
344,Vishwamitri-West,Laxmipura,GORWA,AKARSH,URBAN,104902,4754,81,FALSE,FALSE,FALSE,,,,,
345,Vishwamitri-West,Laxmipura,GORWA,VITTHLESH,URBAN,104903,1799,31,FALSE,FALSE,FALSE,,,,,
346,Vishwamitri-West,Laxmipura,GORWA,SAMTA,URBAN,104911,3423,23,FALSE,FALSE,FALSE,,,,,
347,Vishwamitri-West,Laxmipura,GORWA,MADHAV PARK,URBAN,104912,2855,18,FALSE,FALSE,FALSE,,,,,
348,Vishwamitri-West,Laxmipura,GORWA,KALP,URBAN,104924,3212,83,FALSE,FALSE,FALSE,,,,,
349,Vishwamitri-West,Laxmipura,GORWA,11 KV  PRATHAM SHRUSHTI,URBAN,104927,1804,22,FALSE,FALSE,FALSE,,,,,
350,Vishwamitri-West,Laxmipura,GOTRI-B,NARAYAN GARDEN,URBAN,300102,2230,39,FALSE,FALSE,FALSE,,,,,
351,Vishwamitri-West,Laxmipura,GOTRI-B,SOMNATH,URBAN,300105,5754,86,FALSE,FALSE,FALSE,,,,,
352,Vishwamitri-West,Sama,SAMA,CHANAKYAPURI,URBAN,33405,1530,24,FALSE,FALSE,FALSE,,,,,
353,Vishwamitri-West,Sama,CHHANI-B,NARMADA,URBAN,33406,3530,29,FALSE,FALSE,FALSE,,,,,
354,Vishwamitri-West,Sama,CHHANI-B,PANI TANK,URBAN,33407,1382,20,FALSE,FALSE,FALSE,,,,,
355,Vishwamitri-West,Sama,CHHANI-B,KADAMANAGAR,URBAN,33411,2818,46,FALSE,FALSE,FALSE,,,,,
356,Vishwamitri-West,Sama,SAMA,SAMA SPORTS COMPLEX,URBAN,33413,1,0,FALSE,FALSE,FALSE,,,,,
357,Vishwamitri-West,Sama,CHHANI-B,SUNDARVAN,URBAN,33419,3282,38,FALSE,FALSE,FALSE,,,,,
358,Vishwamitri-West,Sama,SAMA,SAMA,URBAN,107102,3678,37,FALSE,FALSE,FALSE,,,,,
359,Vishwamitri-West,Sama,SAMA,CANAL (NEW),URBAN,107103,2650,45,FALSE,FALSE,FALSE,,,,,
360,Vishwamitri-West,Sama,SAMA,MANORATH,URBAN,107104,1184,18,FALSE,FALSE,FALSE,,,,,
361,Vishwamitri-West,Sama,SAMA,VINAYAK,URBAN,107106,2041,24,FALSE,FALSE,FALSE,,,,,
362,Vishwamitri-West,Sama,SAMA,PILOL,URBAN,107108,5864,106,FALSE,FALSE,FALSE,,,,,
363,Vishwamitri-West,Sama,SAMA,SANGATH,URBAN,107110,1490,41,FALSE,FALSE,FALSE,,,,,
364,Vishwamitri-West,Sama,SAMA,JAY AMBE,URBAN,107113,2643,68,FALSE,FALSE,FALSE,,,,,
365,Vishwamitri-West,Sama,SAMA,POWER GRID,HTEX,107115,1,0,FALSE,FALSE,FALSE,,,,,
366,Vishwamitri-West,Sama,SAMA,MODERN,URBAN,107116,2322,29,FALSE,FALSE,FALSE,,,,,
367,Vishwamitri-West,Sama,SAMA,NANDANVAN(L&T),URBAN,107117,2060,22,FALSE,FALSE,FALSE,,,,,
368,Vishwamitri-West,Sama,SAMA,ANUSHAKTI,URBAN,107119,2507,24,FALSE,FALSE,FALSE,,,,,
369,Vishwamitri-West,Sama,SAMA,11 KV AGORA,URBAN,107120,1159,11,FALSE,FALSE,FALSE,,,,,
370,Vishwamitri-West,Sama,SAMA,11 KV SIDDHESHWER,URBAN,107121,1236,30,FALSE,FALSE,FALSE,,,,,
371,Vishwamitri-West,Sama,SAMA,SAMA SST,SST,107199,0,1,FALSE,FALSE,FALSE,,,,,
372,Vishwamitri-West,Vasna,VIDYUTNAGAR,TAGOR NAGAR,URBAN,32525,3627,44,FALSE,FALSE,FALSE,,,,,
373,Vishwamitri-West,Vasna,GOTRI-B,11 KV CORPORATE PARK,URBAN,104713,1135,17,FALSE,FALSE,FALSE,,,,,
374,Vishwamitri-West,Vasna,SAMIYALA,11 KV CLASSIC FDR,URBAN,130509,0,0,FALSE,FALSE,FALSE,,,,,
375,Vishwamitri-West,Vasna,MAHABALIPURAM (VASNA),BHAYLI,URBAN,143203,5223,76,FALSE,FALSE,FALSE,,,,,
376,Vishwamitri-West,Vasna,MAHABALIPURAM (VASNA),VRAJRAJ,URBAN,143204,1978,26,FALSE,FALSE,FALSE,,,,,
377,Vishwamitri-West,Vasna,MAHABALIPURAM (VASNA),MADHURAM,URBAN,143205,2023,20,FALSE,FALSE,FALSE,,,,,
378,Vishwamitri-West,Vasna,MAHABALIPURAM (VASNA),RANESHWAR,URBAN,143209,2002,36,FALSE,FALSE,FALSE,,,,,
379,Vishwamitri-West,Vasna,MAHABALIPURAM (VASNA),SAFFRON,URBAN,143211,5064,38,FALSE,FALSE,FALSE,,,,,
380,Vishwamitri-West,Vasna,MAHABALIPURAM (VASNA),11 KV AVADH,URBAN,143212,0,0,FALSE,FALSE,FALSE,,,,,
381,Vishwamitri-West,Vasna,BHAILY,PANCHMUKHI,URBAN,300201,2871,35,FALSE,FALSE,FALSE,,,,,
382,Vishwamitri-West,Vasna,BHAILY,MILESTONE,URBAN,300202,6380,122,FALSE,FALSE,FALSE,,,,,
383,Vishwamitri-West,Vasna,BHAILY,NAVRACHNA INTERNATIONAL,URBAN,300203,2670,59,FALSE,FALSE,FALSE,,,,,
384,Vishwamitri-West,Vasna,BHAILY,RADHE SHYAM,URBAN,300206,4950,95,FALSE,FALSE,FALSE,,,,,
385,Vishwamitri-West,Vasna,BHAILY,NILAMBER,URBAN,300207,1998,54,FALSE,FALSE,FALSE,,,,,
386,Vishwamitri-West,Vasna,BHAILY,SHAKTI GREEN,URBAN,300208,2535,79,FALSE,FALSE,FALSE,,,,,
387,Vishwamitri-West,Vasna,BHAILY,VIDHI,URBAN,300209,1115,40,FALSE,FALSE,FALSE,,,,,
388,Vishwamitri-West,Vasna,BHAILY,11 KV SWARNIMĀ FEEDER,URBAN,300210,3149,42,FALSE,FALSE,FALSE,,,,,
389,Vishwamitri-West,Vasna,BHAILY,BELISSIMO,URBAN,300211,1207,35,FALSE,FALSE,FALSE,,,,,
390,Vishwamitri-West,Vasna,BHAILY,11 KV HARSIDDHI FDR,URBAN,300212,1859,41,FALSE,FALSE,FALSE,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
